name,phone,email,email_host,website,category,address,city,state,zip,country,google_rank,facebook_url,instagram_url,twitter_url,linkedin_url,googlestars,googlereviewscount,yelpstars,yelpreviewscount,facebookstars,facebookreviewscount,facebookpixel,googlepixel,criteopixel,seo_schema,googleanalytics,linkedinanalytics,uses_wordpress,mobilefriendly,uses_shopify,domain_registration,domain_expiration,domain_registrar,domain_nameserver,instagram_name,instagram_is_verified,instagram_is_business_account,instagram_media_count,instagram_highlight_reel_count,instagram_followers,instagram_following,instagram_category,instagram_average_likes,instagram_average_comments,ads_yelp,ads_facebook,ads_instagram,ads_messenger,ads_adwords,g_maps,g_maps_claimed,search_keyword,search_city
Acapulco #1 (Airline),13619947274,acapulco1airline.shop@gmail.com,google.com,https://acapulco1airline.shop/,Restaurant,1133 Airline Rd,Corpus Christi,TX,78412,US,,,https://www.instagram.com/taqueriaacapulco1_,,,4.4,2097,,,,,n,y,n,y,y,n,n,y,n,,,,,Taqueria Acapulco #1,,,,,162,62,,,,,,,,,"https://maps.google.com/maps/place/Acapulco+#1+(Airline)/@27.7101551,-97.3628396,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF1C4B994C19B3D51!8m2!3d27.7101551!4d-97.3628396",claimed,Restaurants,Corpus Christi
Bottomless Pit BBQ &amp; Catering,13618790900,catering@bottomless-pit-bbq.com,google.com,http://www.bottomless-pit-bbq.com/,Barbecue restaurant,2815 Leopard St,Corpus Christi,TX,78408,US,,,https://www.instagram.com/bottomlesspitbbq,https://www.twitter.com/bottomlesspitq,,4.3,248,3.4,18,,,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,Launchpad.com,hostgator.com,BottomlessPitBBQ,,1,429,3,1116,1262,Restaurant,37,2,,,,,,https://g.page/BottomlessPit,claimed,Restaurants,Corpus Christi
The Blue Clove Seafood Bar and Grill,13613340202,the_blueclove@yahoo.com,yahoo.com,http://www.theblueclove.com/,Seafood restaurant,5884 Everhart Rd,Corpus Christi,TX,78413,US,,,https://www.instagram.com/bluecloveseafood,,,4.5,1198,4.2,544,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,wix.com,The Blue Clove Seafood B&G,,1,907,5,3118,1821,Restaurant,10,,,,,,,"https://maps.google.com/maps/place/The+Blue+Clove+Seafood+Bar+and+Grill/@27.7019742,-97.3910231,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xFEFD1A992034ABEC!8m2!3d27.7019742!4d-97.3910231",claimed,Restaurants,Corpus Christi
Thai Cottage Corpus Christi,13619930777,cater@thai-cottage.com,fastmail.com,https://www.thai-cottage.com/,Thai restaurant,5830 McArdle Rd Suite 10,Corpus Christi,TX,78412,US,,,https://www.instagram.com/thai.cottage.tx,,https://www.linkedin.com/company/thai-cottage-restaurant-group,4.6,763,4.2,297,,,n,n,n,y,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Thai Cottage,,1,600,4,2113,166,Restaurant,3,,,,,,,"https://maps.google.com/maps/place/Thai+Cottage+Corpus+Christi/@27.7096658,-97.3628756,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xEE4A7C9358097CBD!8m2!3d27.7096658!4d-97.3628756",claimed,Restaurants,Corpus Christi
Saltwater Grill,13619937258,contactus@saltwatergrill.com,hetzner.com,http://www.saltwatergrillcc.com/,Seafood restaurant,2401 Cimarron Blvd,Corpus Christi,TX,78414,US,,https://www.facebook.com/125123150837352,https://www.instagram.com/swgrillcc,https://www.twitter.com/swgrillcc,,4.5,2407,4.3,886,4.2,488,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,Bluehost,fatcow.com,Saltwater Grill,,1,645,,405,1,Seafood Restaurant,1,,,,,,,"https://maps.google.com/maps/place/Saltwater+Grill/@27.6862207,-97.3654946,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x2F0D854DB943CEF9!8m2!3d27.6862207!4d-97.3654946",claimed,Restaurants,Corpus Christi
Ginger Cafe&Grill,13619469834,ashrafjaradat@me.com,icloud.com,https://gingercafetx.com/,Mediterranean restaurant,7009 S Staples St,Corpus Christi,TX,78413,US,,,,,,4.5,1944,4.5,629,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,https://g.page/gingercafeandgrill,claimed,Restaurants,Corpus Christi
Marco &amp; Co Catering LLC,13619040506,marcocaters@yahoo.com,yahoo.com,http://www.marcocaters.com/,Caterer,521 S Staples St,Corpus Christi,TX,78401,US,,,https://www.instagram.com/marcocaters,,,4.8,183,3.9,44,,,y,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,hostgator.com,Marco Mattolini,,1,134,,139,83,Restaurant,1,,,,,,,https://g.page/marcocaters,claimed,Restaurants,Corpus Christi
Katz 21 Steak &amp; Spirits,13618841221,events@katz21.com,bluehost.com,http://www.katz21.com/,Steak house,5702 Spohn Dr,Corpus Christi,TX,78414,US,,,https://www.instagram.com/katzprimesteaks,,https://www.linkedin.com/company/katz-steakhouse,4.4,1025,3.6,233,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,wordpress.com,Katz 21,,1,1103,8,2453,1321,Steakhouse,7,,,,,,,"https://maps.google.com/maps/place/Katz+21+Steak+&amp;+Spirits/@27.6877214,-97.3811561,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x12E47A97CC24D778!8m2!3d27.6877214!4d-97.3811561",claimed,Restaurants,Corpus Christi
Kikos Mexican Food Restaurant & Cantina,13619911211,marcus@kikosmexicanfood.com,outlook.com,http://kikosmexicanfood.com/,Mexican restaurant,5514 Everhart Rd,Corpus Christi,TX,78411,US,,https://www.facebook.com/kikosmexicanfood,https://www.instagram.com/kikosmexicanrestaurant,https://www.twitter.com/kikosmexican,https://www.linkedin.com/company/kikos-mexican-food,4,4128,2.8,380,3.8,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Kikos Mexican Restaurant,,1,581,5,2048,160,Restaurants,37,2,,,,,,"https://maps.google.com/maps/place/Kikos+Mexican+Food+Restaurant+&+Cantina/@27.7077984,-97.3882034,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x91D48F0704775B8C!8m2!3d27.7077984!4d-97.3882034",claimed,Restaurants,Corpus Christi
Hacienda Vieja,13619946530,wzoshop@wzo.org.il,cisco.com,https://qrco.de/HaciendaViejaCC,Mexican restaurant,4301 S Staples St,Corpus Christi,TX,78411,US,,https://www.facebook.com/haciendaviejamexicanrestaurantcantina,,,https://www.linkedin.com/company/newstalk-1400-wdws-am-lite-rock-97.5-whms-fm-u-rock-107.9-wuil-fm,4.3,2033,3.7,81,4,941,n,n,n,n,n,n,n,y,n,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Hacienda+Vieja/@27.7223424,-97.3769078,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x59B09D251AB861D4!8m2!3d27.7223424!4d-97.3769078",claimed,Restaurants,Corpus Christi
Mikoto Ramen Bar,13615898888,ccramenhouse@gmail.com,google.com,https://www.mikotoramencc.com/,Ramen restaurant,6113 Saratoga Blvd B,Corpus Christi,TX,78414,US,,https://www.facebook.com/mikotoramencorpuschristi,https://www.instagram.com/mikoto.ramen.corpuschristi,,,4.5,1022,3.9,186,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Wix.com,wix.com,,,1,43,3,113,20,Ramen Restaurant,5,,,,,,,"https://maps.google.com/maps/place/Mikoto+Ramen+Bar/@27.6803226,-97.3743743,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x8B4896F32D82DAD3!8m2!3d27.6803226!4d-97.3743743",claimed,Restaurants,Corpus Christi
Docs Seafood and Steaks,13619496744,jenn@docsseafoodandsteaks.com,outlook.com,http://docsseafoodandsteaks.com/,Seafood restaurant,13309 S Padre Island Dr,Corpus Christi,TX,78418,US,,,https://www.instagram.com/docsseafoodandsteaks,https://www.twitter.com/docsseafoodcc,,4.3,6910,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,spillover.com,Doc's Seafood & Steaks,,1,890,1,3561,83,Restaurants,24,1,,,,,,"https://maps.google.com/maps/place/Docs+Seafood+and+Steaks/@27.6331877,-97.2398315,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF74ECD47CC48F67E!8m2!3d27.6331877!4d-97.2398315",claimed,Restaurants,Corpus Christi
Nolan’s Restaurant - Staples in Parkdale Plaza,13618522697,nolan@nolanscorpuschristi.com,google.com,http://nolanscorpuschristi.com/,Family restaurant,4117 S Staples St,Corpus Christi,TX,78411,US,,,https://www.instagram.com/nolansrestaurant,,,4.3,880,3.4,45,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,spillover.com,Nolan's Restaurant,,1,73,,370,204,Southern Restaurant,9,1,,,,,,https://g.page/nolansparkdaleplaza,claimed,Restaurants,Corpus Christi
Padre Pizzeria,13619490787,lorena@padrepizzeria.com,endurance.com,http://padrepizzeria.com/,Pizza restaurant,14493 S Padre Island Dr Ste C,Corpus Christi,TX,78418,US,,,https://www.instagram.com/padre_pizzeria,,,4.5,1255,,,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,wix.com,Padre Pizzeria,,1,383,,1044,221,Restaurants,4,,,,,,,"https://maps.google.com/maps/place/Padre+Pizzeria/@27.6197711,-97.2224367,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x2E0CB0ADADF554CF!8m2!3d27.6197711!4d-97.2224367",claimed,Restaurants,Corpus Christi
Rebel Toad Brewing Co.,13614446744,hector@rebeltoadbrewing.com,bluehost.com,http://www.rebeltoadbrewing.com/,Brewery,425 Lomax St,Corpus Christi,TX,78401,US,,,https://www.instagram.com/rebeltoadbrewing,https://www.twitter.com/rebeltoadbrew,,4.7,113,,,,,n,n,n,n,n,n,y,y,n,1970-01-01,1970-01-01,Name.com,site5.com,Rebel Toad Brewing Co.,,1,1254,,4360,492,Local Events,47,1,,,,,,"https://maps.google.com/maps/place/Rebel+Toad+Brewing+Co./@27.7942755,-97.3952596,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x3D924FA991375FF8!8m2!3d27.7942755!4d-97.3952596",claimed,Restaurants,Corpus Christi
Rock &amp; Rolls Sushi Lounge,13619491110,davidlee@rockandrollssushi.com,google.com,https://www.rockandrollssushi.com/,Sushi restaurant,15121 S Padre Island Dr #101,Corpus Christi,TX,78418,US,,,https://www.instagram.com/rockandrollssushilounge,,,4.3,667,,,,,n,y,n,n,y,n,n,y,n,1970-01-01,1970-01-01,Tucows Domains,squarespacedns.com,Rock & Rolls Sushi Lounge,,,320,,1237,,,33,1,,,,,,"https://maps.google.com/maps/place/Rock+&amp;+Rolls+Sushi+Lounge/@27.6053113,-97.2228134,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF833F794066C6BEC!8m2!3d27.6053113!4d-97.2228134",claimed,Restaurants,Corpus Christi
Nueces Brewing and BBQ,13613566404,nuecesbrewingevents@gmail.com,google.com,http://www.nuecesbrewing.com/,Brewery,401 S Water St,Corpus Christi,TX,78401,US,,,https://www.instagram.com/nuecesbrewing,https://www.twitter.com/nuecesbrewing,,4.5,669,4.2,153,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,bluehost.com,Nueces Brewing Company,,1,2256,5,12012,2499,Local Events,49,2,,,,,,"https://maps.google.com/maps/place/Nueces+Brewing+and+BBQ/@27.7886294,-97.3953867,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC31D0808B1C52545!8m2!3d27.7886294!4d-97.3953867",claimed,Restaurants,Corpus Christi
Southern Charm Home Cookin',13612421406,southerncharmhc@hotmail.com,outlook.com,http://southerncharmhomecookin.com/,Buffet restaurant,2426 Rand Morgan Rd,Corpus Christi,TX,78410,US,,,,https://www.twitter.com/southerncharm24,,4.6,525,,,,,n,y,n,n,n,n,n,y,n,1970-01-01,1970-01-01,Wix.com,wix.com,,,,,,,,,,,,,,,,https://g.page/SouthernCharmHomeCookin,claimed,Restaurants,Corpus Christi
Chops &amp; Eggs,13614522777,jordan@chopsandeggs.com,google.com,https://chopseggs.com/,Breakfast restaurant,5802 Yorktown Blvd b107,Corpus Christi,TX,78414,US,,,https://www.instagram.com/chopsandeggs,,,4.3,3323,3.7,596,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Chops And Eggs(Corpus Christi,1,1,1682,12,7685,3,Restaurant,12,,1,,,,,https://g.page/chopsandeggs,claimed,Restaurants,Corpus Christi
Taqueria Almeida #1,13619397488,darburnz20@gmail.com,google.com,http://restaurantwebx.com/TaqueriaAlmeida/,Mexican restaurant,2650 Waldron Rd,Corpus Christi,TX,78418,US,,,,,,4.4,1284,,,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,cloudflare.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Taqueria+Almeida+#1/@27.6434506,-97.2984865,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x66C078EE947399E9!8m2!3d27.6434506!4d-97.2984865",claimed,Restaurants,Corpus Christi
Rigatoni's Italian Restaurant,13612414549,rigatonisitaliancc@gmail.com,google.com,http://www.rigatonisitaliancc.com/,Italian restaurant,10501 Leopard St,Corpus Christi,TX,78410,US,,,https://www.instagram.com/rigatonisitaliancc,,,4.3,574,,,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Wix.com,wix.com,Rigatoni's Italian Restaurant,,1,280,3,1173,365,Restaurant,10,6,,,,,,"https://maps.google.com/maps/place/Rigatoni's+Italian+Restaurant/@27.8386931,-97.5743058,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF6789CAD4C3BF832!8m2!3d27.8386931!4d-97.5743058",claimed,Restaurants,Corpus Christi
Padre Island Burger Company,13619493490,device@protonmail.com,protonmail.ch,https://www.padreislandburgercompany.com/,Hamburger restaurant,11878 TX-361,Corpus Christi,TX,78418,US,,,https://www.instagram.com/padreislandburgercompany,https://www.twitter.com/pibcoburger,,4.3,3619,,,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Domainspot,phpwebhosting.com,Padre Island Burger Company,1,1,169,3,8875,6062,Restaurant,89,3,,,,,,https://g.page/padreislandburgercompany,claimed,Restaurants,Corpus Christi
Sugarbakers,13618849541,christian@sugarbakerscc.com,outlook.com,http://www.sugarbakerscc.com/,Deli,2766 Santa Fe St,Corpus Christi,TX,78404,US,,,https://www.instagram.com/sugarbakersbistro,,,4.5,787,3.9,136,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,stablehost.com,Sugarbakers Bistro & Bakery,,1,99,3,2820,474,Kitchen/cooking,12,,,,,,,"https://maps.google.com/maps/place/Sugarbakers/@27.7673098,-97.391028,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x1C4047F5665EE029!8m2!3d27.7673098!4d-97.391028",claimed,Restaurants,Corpus Christi
Island Italian,13619497737,islanditalian@aol.com,aol.com,http://www.islanditalian.com/,Italian restaurant,15326 S Padre Island Dr #106,Corpus Christi,TX,78418,US,,,https://www.instagram.com/island_italian_,,,4.4,1120,,,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Island Italian Restaurant,,1,1470,,544,17,,1,,,,,,,https://g.page/island-italian-restaurant,claimed,Restaurants,Corpus Christi
La Palma Mexican Restaurant #2,13619493461,,,https://themenustar2.com/webspace/menus.php,Mexican restaurant,15326 S Padre Island Dr,Corpus Christi,TX,78418,US,,https://www.facebook.com/494786210610790,,,,4.3,1760,,,5,366,n,n,n,n,n,n,y,y,n,1970-01-01,1970-01-01,Ionos Se,ui-dns.org,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/La+Palma+Mexican+Restaurant+#2/@27.6008484,-97.221764,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xA703D0A43FBC473!8m2!3d27.6008484!4d-97.221764",claimed,Restaurants,Corpus Christi
Angry Marlin Restaurant & Cool Water Bar,12102729973,gmier@theangrymarlin.com,bluehost.com,http://theangrymarlin.com/,Bar,15605 S Padre Island Dr STE A,Corpus Christi,TX,78418,US,,,,,,3.7,795,,,,,n,n,n,n,n,n,y,y,n,1970-01-01,1970-01-01,Namecheap,thevirtualcompany.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Angry+Marlin+Restaurant+&+Cool+Water+Bar/@27.5929975,-97.2230272,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x39B24B852C171C06!8m2!3d27.5929975!4d-97.2230272",claimed,Restaurants,Corpus Christi
K-BOBS Steakhouse Corpus Christi,13619330637,marketing@k-bobs.com,outlook.com,http://www.k-bobs.com/,Steak house,14526 Northwest Blvd,Corpus Christi,TX,78410,US,,,https://www.instagram.com/therealkbobs,,,4.2,1834,,,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,K-BOB'S,,1,170,1,378,411,Restaurant,24,1,,,,,,"https://maps.google.com/maps/place/K-BOBS+Steakhouse+Corpus+Christi/@27.8581978,-97.6500997,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xB00FC2BEAF7A267F!8m2!3d27.8581978!4d-97.6500997",claimed,Restaurants,Corpus Christi
Black Sheep Bistro,12104184819,gmier@blacksheepbistro.net,bluehost.com,https://www.blacksheepbistro.net/,Bistro,15201 S Padre Island Dr #120,Corpus Christi,TX,78418,US,,,,,,3.8,394,,,,,n,y,n,n,y,n,y,y,n,1970-01-01,1970-01-01,Bluehost,thevirtualcompany.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Black+Sheep+Bistro/@27.603625,-97.222887,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x37A907FDCB2F73BC!8m2!3d27.603625!4d-97.222887",claimed,Restaurants,Corpus Christi
Island Joes Coffee and Gallery,13618671276,islandjoescg@gmail.com,google.com,http://www.islandjoescc.com/,Coffee shop,14829 S Padre Island Dr,Corpus Christi,TX,78418,US,,https://www.facebook.com/islandjoescc,,,https://www.linkedin.com/company/island-joes,4.5,1978,,,5,983,n,n,n,n,n,n,n,n,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,1,,,"https://maps.google.com/maps/place/Island+Joes+Coffee+and+Gallery/@27.6144704,-97.2224098,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x64F2F5CE8987A111!8m2!3d27.6144704!4d-97.2224098",claimed,Restaurants,Corpus Christi
Surfside Sandwich Shoppe,13619490505,kim@parmanagementgroup.com,google.com,https://www.surfsidesandwichshoppe.net/,Sandwich shop,15113 S Padre Island Dr,Corpus Christi,TX,78418,US,,,https://www.instagram.com/surfsidesandwichshoppe,,,4.4,754,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Tucows Domains,squarespacedns.com,Surfside Sandwich Shoppe,,1,23,2,99,23,Restaurant,2,,,,,,,https://g.page/surfsidesandwichshoppe,claimed,Restaurants,Corpus Christi
Bluffs Landing Lodge,13614708805,julie@bluffslanding.com,greengeeks.net,http://www.bluffslanding.com/,Hotel,4234 Laguna Shores Rd,Corpus Christi,TX,78418,US,,,https://www.instagram.com/bluffslanding,,,4.5,370,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,cloudflare.com,Bluffs Landing,,1,279,1,1913,186,Hotel & Lodging,21,1,,,,,,https://g.page/bluffslanding,claimed,Restaurants,Corpus Christi
Coffee Waves,13619860481,coffeewavesevents@gmail.com,google.com,http://www.coffeewaves.com/,Coffee shop,5738 S Alameda St,Corpus Christi,TX,78412,US,,https://www.facebook.com/coffeewaves,https://www.instagram.com/coffeewavesalameda,,,4.5,1192,4.2,225,4.5,428,n,y,n,n,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Coffee Waves Alameda,,1,1945,5,7949,536,Restaurants,50,3,,,,,,https://g.page/coffeewaves,claimed,Restaurants,Corpus Christi
Cafe Calypso,13619935282,cafe.calypso@yahoo.com,yahoo.com,https://www.cafecalypsocc.com/,Coffee shop,5425 S Padre Island Dr #185,Corpus Christi,TX,78411,US,,,https://www.instagram.com/thecafecalypso,,,4.5,478,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Gname 102,cloudflare.com,Cafe Calypso,,1,309,4,1640,975,Restaurant,70,3,,,,,,"https://maps.google.com/maps/place/Cafe+Calypso/@27.7094764,-97.376111,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x3EA0310159164E04!8m2!3d27.7094764!4d-97.376111",claimed,Restaurants,Corpus Christi
Marble Slab Creamery,13618511236,kuppkone@yahoo.com,yahoo.com,https://www.marbleslab.com/,Ice cream shop,3133 S Alameda St #550,Corpus Christi,TX,78404,US,,,https://www.instagram.com/marbleslabcreamery,,https://www.linkedin.com/company/marble-slab-creamery-catering,4.5,403,,,,,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Network Solutions,cloudflare.com,Marble Slab Creamery US,1,1,1635,1,34640,196,Ice Cream Shop,41,2,,,,,,https://g.page/marble-slab-creamery-on-alameda,claimed,Restaurants,Corpus Christi
Hilliard Center,13618264700,jonathan.howorth@oakviewgroup.com,outlook.com,https://hilliardcenter.com/,Arena,1901 N Shoreline Blvd,Corpus Christi,TX,78401,US,,,,https://www.twitter.com/americanbankctr,https://www.linkedin.com/in/american-bank-center-corpus-christi-7b432422a,4.4,2843,,,,,y,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,https://g.page/americanbankctr,claimed,Restaurants,Corpus Christi
The Art Museum of South Texas,13618253500,banquets@waterstreetrestaurants.com,google.com,http://www.artmuseumofsouthtexas.org/,Art museum,1902 N Shoreline Blvd,Corpus Christi,TX,78401,US,,,https://www.instagram.com/artmuseumofsouthtexas,https://www.twitter.com/visitamst,https://www.linkedin.com/company/art-museum-of-south-texas-–-affiliated-with-texas-a&m-–-corpus-christi,4.5,1053,,,,,y,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Network Solutions,tamucc.edu,Art Museum of South Texas,,1,2011,9,8420,1278,General Interest,51,2,,,,,1,https://g.page/visitamst,claimed,Restaurants,Corpus Christi
La Palmera,13619913755,eventrequests@trademarkproperty.com,mimecast.com,http://www.lapalmera.com/,Shopping Centre,5488 S Padre Island Dr,Corpus Christi,TX,78411,US,,,https://www.instagram.com/lapalmeracc,https://www.twitter.com/lapalmeramall,https://www.linkedin.com/company/la-palmera,4.4,7526,,,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,worldnic.com,La Palmera,,1,7420,22,8399,1285,Shopping & retail,13,,,,,,,"https://maps.google.com/maps/place/La+Palmera/@27.7111058,-97.3727431,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x2B4E656D4998C4D0!8m2!3d27.7111058!4d-97.3727431",claimed,Restaurants,Corpus Christi
Sysco Corpus Christi,13612896606,karen.horsley@sysco.com,proofpoint.com,https://www.sysco.com/,Food products supplier,550 Flato Rd B,Corpus Christi,TX,78405,US,,,,https://www.twitter.com/syscostock,https://www.linkedin.com/company/sysco,,,,,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Csc Corporate Domains,cscdns.uk,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Sysco+Corpus+Christi/@27.7750046,-97.4591129,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x6EA9E5D9A16FFC60!8m2!3d27.7750046!4d-97.4591129",claimed,Restaurants,Corpus Christi
Corpus Christi International Airport,13618263232,elsyb@cctexas.com,cisco.com,https://www.corpuschristiairport.com/,International airport,1000 International Dr,Corpus Christi,TX,78406,US,,,https://www.instagram.com/flyccia,https://www.twitter.com/ccintairport,https://www.linkedin.com/company/corpuschristiairport,4.5,1184,,,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Network Solutions,worldnic.com,Corpus Christi International Airport (CCIA,,1,732,3,3442,505,Airport,282,15,,,,,,"https://maps.google.com/maps/place/Corpus+Christi+International+Airport/@27.7723852,-97.5021636,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xD6713E8E99E38815!8m2!3d27.7723852!4d-97.5021636",claimed,Restaurants,Corpus Christi
Laguna Madre Wastewater,13618264147,procurementinfo@cctexas.com,cisco.com,http://www.cctexas.com/,City government office,201 Jester St,Corpus Christi,TX,78418,US,,https://www.facebook.com/citygov,https://www.instagram.com/cityofcc,https://www.twitter.com/cityofcc,https://www.linkedin.com/company/city-of-corpus-christi,4,4,,,2,145,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,worldnic.com,The City of Corpus Christi - Government,1,1,714,3,11022,90,Government Agencies,42,1,,1,,,,"https://maps.google.com/maps/place/Laguna+Madre+Wastewater/@27.6710853,-97.2721143,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x91B6CEC4AE36F141!8m2!3d27.6710853!4d-97.2721143",claimed,Restaurants,Corpus Christi
Downtown Corpus Christi,13618822363,casey@texashouseofrock.com,proofpoint.com,http://www.godowntowncc.com/,Historical landmark,921 N Chaparral St A,Corpus Christi,TX,78401,US,,,https://www.instagram.com/downtowncorpuschristi,https://www.twitter.com/producegallery,https://www.linkedin.com/company/corpuschristidmd,4.4,37,,,,,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Launchpad.com,hostgator.com,Downtown Corpus Christi,,1,2181,15,28834,1092,Non-Profits & Religious Organizations,89,1,,,,,,https://g.page/godowntowncc,claimed,Restaurants,Corpus Christi
The Bend Magazine,13617920521,kirara@hilltopmediagroup.com,google.com,https://www.thebendmag.com/,Publisher,813 Buford St Suite B,Corpus Christi,TX,78404,US,,,https://www.instagram.com/thebendmag,https://www.twitter.com/thebendmag,https://www.linkedin.com/company/the-bend-magazine,4.3,28,,,,,n,y,n,y,y,y,y,y,n,1970-01-01,1970-01-01,Tucows Domains,cloudflare.com,THE BEND MAGAZINE,,1,1953,7,16745,1943,Magazine,118,9,,,,,,"https://maps.google.com/maps/place/The+Bend+Magazine/@27.7812356,-97.3992558,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x2101CB9915F8D0BA!8m2!3d27.7812356!4d-97.3992558",claimed,Restaurants,Corpus Christi
US Foods,13618831688,brooks.backman@usfoods.com,outlook.com,https://www.usfoods.com/,Wholesaler,4455 S Padre Island Dr,Corpus Christi,TX,78411,US,,,https://www.instagram.com/us_foods,,https://www.linkedin.com/company/us-foods,,,,,,,n,n,n,n,y,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,att.net,US Foods,1,1,2647,36,46301,5259,Business & Utility Services,18,,,,,,,"https://maps.google.com/maps/place/US+Foods/@27.716444,-97.3912969,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x8251F12715EE7FC4!8m2!3d27.716444!4d-97.3912969",claimed,Restaurants,Corpus Christi
